Date,income,savings,rent,transportation,entertainment,debt_payments,insurance
12/11/2022,$24303.14,$6162.59,$4739.41,$48846.45,$5776.81,$44624.66,$30155.06
10/15/2022,$23633.52,$9504.17,$26692.42,$17961.26,$11074.20,$5009.50,$48532.48
8/3/2023,$45568.56,$33124.07,$13043.53,$42036.44,$20773.62,$41195.07,$10597.45
12/25/2022,$10195.68,$5248.14,$27388.27,$29846.85,$330.26,$16224.45,$28765.50
3/9/2023,$39324.16,$17102.53,$47429.74,$43424.46,$15421.54,$39607.16,$24396.79
6/2/2023,$31597.69,$47408.36,$33100.63,$7936.84,$15409.02,$39315.36,$37545.91
7/11/2023,$9406.86,$41925.81,$318.60,$40584.96,$20214.81,$37435.74,$32903.17
6/3/2023,$48884.86,$16191.99,$17798.08,$4315.04,$37430.26,$25242.64,$25667.96
7/31/2023,$31019.62,$373.58,$28431.22,$8219.20,$46434.11,$35643.24,$13576.97
6/27/2023,$47424.54,$9262.03,$44087.46,$48505.14,$38588.25,$29454.40,$37610.97
