Date,income,savings,rent,transportation,entertainment,debt_payments,insurance
11/29/2022,$10202.79,$12676.02,$43473.22,$3486.27,$46581.09,$38447.04,$41625.02
12/20/2022,$20024.00,$27370.00,$33179.06,$48884.30,$35774.45,$32470.09,$39672.88
4/25/2023,$19878.63,$37241.04,$6614.52,$8244.53,$12473.29,$15905.39,$25954.03
8/4/2023,$41201.04,$35553.79,$42811.33,$23146.89,$30650.06,$36447.06,$3715.01
12/3/2022,$13263.36,$15445.19,$46027.44,$39652.61,$18610.38,$47339.18,$19870.08
1/24/2023,$924.47,$2141.33,$18672.41,$24474.53,$32391.16,$8593.99,$13982.12
1/15/2023,$12883.74,$46433.21,$25158.27,$18241.34,$26910.35,$24194.24,$47357.48
2/27/2023,$4415.05,$38499.72,$5182.07,$44898.46,$41279.77,$25335.66,$47756.16
5/19/2023,$43576.50,$43421.98,$5110.24,$36204.21,$30016.51,$732.38,$43743.33
11/10/2022,$24363.11,$19528.45,$48704.02,$39575.10,$46420.23,$14827.95,$12535.15
8/28/2022,$18331.71,$2308.58,$32806.55,$11741.71,$9692.75,$6203.60,$10667.88
11/29/2022,$48292.93,$29192.37,$24174.15,$39092.71,$10541.28,$45408.03,$294.23
5/20/2023,$11987.90,$42441.31,$16640.48,$19125.68,$12877.93,$46389.27,$9767.85
2/14/2023,$32841.63,$32214.57,$25612.36,$35997.91,$17872.95,$39103.22,$27851.68
1/23/2023,$30331.32,$48567.74,$1736.46,$8077.81,$13119.20,$45664.28,$40561.63
9/16/2022,$39585.59,$26151.08,$41557.98,$45180.81,$16615.37,$3890.65,$4982.43
8/14/2023,$21358.35,$14347.69,$4437.84,$40291.37,$2560.02,$40360.59,$14906.07
4/25/2023,$28330.53,$24378.67,$33268.93,$1316.47,$20673.97,$18547.89,$16630.76
6/3/2023,$11570.05,$33360.24,$25515.11,$26762.36,$41856.69,$28456.85,$39970.61
12/18/2022,$30147.90,$5095.26,$35335.49,$37261.29,$28701.80,$5302.00,$30123.08
3/28/2023,$12144.00,$33180.38,$39211.88,$49498.90,$127.55,$37543.35,$43155.97
5/13/2023,$7087.52,$10788.51,$39786.53,$40661.96,$47045.76,$15289.85,$24213.93
11/14/2022,$22431.00,$6330.51,$49444.91,$17997.02,$45734.53,$33917.58,$29485.47
2/17/2023,$33096.11,$26160.82,$49410.94,$28310.61,$37245.74,$3385.11,$48406.87
10/11/2022,$9941.17,$13394.80,$10072.46,$9660.87,$49652.30,$11475.28,$13139.89
6/30/2023,$16739.92,$42555.72,$16504.80,$45920.56,$22779.95,$32676.19,$25870.71
9/15/2022,$29672.69,$25739.43,$11924.26,$49012.13,$25729.87,$37687.62,$40391.45
4/9/2023,$38278.52,$2944.49,$28603.72,$1446.81,$19584.39,$46600.76,$20055.99
4/13/2023,$43708.42,$7637.74,$16806.10,$26409.29,$25385.90,$31491.03,$38189.43
3/14/2023,$608.30,$23050.85,$46191.79,$19550.79,$33865.75,$20557.78,$3611.06
9/2/2022,$10834.25,$49146.09,$4460.73,$19918.41,$18195.82,$30446.15,$3717.83
8/24/2022,$40426.99,$43257.81,$36588.19,$5380.19,$5628.42,$12842.79,$31934.57
3/14/2023,$42406.48,$42581.92,$16316.27,$2291.42,$32611.07,$12277.53,$3692.06
9/6/2022,$23285.83,$49284.27,$44004.30,$21429.24,$36029.97,$36021.78,$29848.48
5/21/2023,$30619.45,$33724.22,$41801.11,$40404.16,$29607.96,$5873.24,$42307.97
11/10/2022,$16693.96,$2875.87,$2359.52,$32194.58,$15090.38,$11364.28,$29820.76
10/18/2022,$43428.27,$36895.71,$10148.87,$8332.16,$10704.59,$25404.78,$2940.18
11/7/2022,$43141.12,$37868.15,$10771.86,$8104.43,$9130.17,$11473.30,$37434.70
6/16/2023,$552.59,$41965.41,$12516.25,$22254.07,$42832.87,$18110.03,$34282.63
8/11/2023,$38874.12,$21464.33,$33297.82,$28861.00,$43.26,$34001.13,$41157.61
12/30/2022,$20766.66,$23186.83,$544.56,$46569.90,$4527.15,$24152.82,$29508.39
11/20/2022,$14688.66,$21399.84,$33394.09,$45522.64,$33321.61,$7321.11,$45193.45
10/12/2022,$23723.15,$24229.33,$45900.52,$6287.52,$47215.54,$41622.10,$19272.10
7/18/2023,$43847.89,$28377.22,$22763.75,$29044.83,$7125.55,$35308.45,$38492.19
3/16/2023,$45186.10,$25667.10,$37191.10,$1468.09,$31677.78,$23573.85,$36909.38
1/21/2023,$47214.37,$4535.70,$15457.15,$38279.31,$15945.04,$12743.55,$42222.30
12/14/2022,$37191.15,$45700.99,$45332.18,$12686.73,$34826.59,$28393.23,$34575.24
4/4/2023,$5191.66,$3929.49,$29027.44,$48705.56,$34127.52,$19638.96,$26152.85
1/14/2023,$32018.44,$48454.87,$25928.36,$2595.83,$17422.28,$35343.75,$1093.00
5/3/2023,$17911.69,$23458.82,$18188.44,$725.06,$47691.24,$5094.15,$26982.18
5/4/2023,$13701.45,$13074.61,$25141.30,$5340.58,$1647.23,$31625.33,$20348.60
4/13/2023,$12755.26,$1232.66,$39868.80,$3280.26,$23221.24,$45287.39,$8127.33
5/25/2023,$12559.74,$44872.10,$840.66,$38339.90,$48816.04,$42137.01,$32795.37
4/16/2023,$21880.51,$27296.37,$42561.13,$13721.76,$44201.78,$34158.75,$41267.75
9/17/2022,$1198.13,$32178.25,$43219.60,$35702.44,$31487.16,$33357.42,$241.90
5/12/2023,$30677.24,$28246.56,$44665.95,$5994.94,$46334.85,$42114.54,$40546.88
11/7/2022,$6496.84,$22869.77,$24066.92,$38864.61,$46417.76,$6654.76,$3727.64
11/24/2022,$5810.96,$8563.34,$55.37,$5614.40,$1335.00,$26478.78,$28159.54
4/26/2023,$28996.07,$16399.84,$33950.90,$34983.33,$45980.57,$39486.94,$477.77
9/26/2022,$46132.18,$128.10,$48001.24,$36891.14,$45821.24,$46380.99,$47299.65
2/25/2023,$15124.28,$29092.18,$38850.11,$19398.42,$44385.64,$24036.58,$20660.81
3/28/2023,$39541.18,$28944.78,$44264.08,$1111.22,$38209.58,$23639.83,$9172.94
8/31/2022,$32383.94,$16892.44,$17051.14,$20989.92,$19916.83,$39342.51,$38734.28
12/3/2022,$9121.64,$35186.39,$17222.34,$2472.97,$15560.25,$11627.64,$37610.67
8/10/2023,$43579.51,$8368.74,$17335.30,$945.25,$16419.93,$33755.77,$25031.36
7/2/2023,$10297.03,$4589.66,$37780.27,$10725.36,$25354.42,$28090.67,$47007.88
8/7/2023,$17387.48,$16657.20,$46718.29,$4408.06,$13735.55,$17132.83,$8607.05
12/5/2022,$9969.85,$25948.71,$38667.02,$13237.63,$4424.78,$25090.12,$36187.21
4/15/2023,$21240.50,$46403.70,$3826.01,$33848.78,$26884.80,$13597.21,$18331.25
7/30/2023,$36403.11,$20772.17,$28528.68,$49156.05,$47385.62,$4629.05,$47761.82
4/19/2023,$27338.34,$36014.45,$18063.37,$39797.36,$46219.76,$30981.95,$9242.92
4/6/2023,$21307.02,$49247.52,$12509.72,$16508.69,$4374.31,$23166.14,$8546.95
8/19/2022,$44208.09,$19957.90,$18463.10,$38722.08,$13793.49,$43139.70,$22373.69
2/11/2023,$28605.83,$293.84,$21818.71,$22564.36,$8510.71,$1827.08,$21221.27
9/19/2022,$19937.28,$12334.03,$11511.92,$47267.65,$16655.88,$3363.08,$1995.93
1/19/2023,$17539.34,$23099.56,$33307.08,$30654.22,$23488.49,$39868.89,$26851.08
11/28/2022,$10252.36,$49084.00,$29898.46,$45043.94,$28476.50,$21944.38,$42614.27
12/30/2022,$9810.14,$35219.96,$9578.61,$6881.75,$15395.16,$7874.43,$37944.58
2/21/2023,$27910.50,$47917.66,$1494.61,$814.93,$7710.60,$9290.46,$3246.58
5/1/2023,$12106.40,$1596.40,$32616.86,$39831.49,$13934.38,$47778.65,$2279.39
12/30/2022,$41052.35,$38859.40,$34751.74,$5375.87,$10809.46,$47475.22,$15994.96
9/26/2022,$28790.82,$34806.67,$3123.60,$4385.37,$24382.79,$18867.52,$14879.26
1/20/2023,$14390.48,$4348.97,$6269.89,$49476.39,$19949.41,$28103.35,$48911.36
2/3/2023,$12674.36,$28031.51,$44068.00,$20322.09,$12235.67,$26708.67,$11075.62
6/12/2023,$39173.56,$7367.74,$29351.02,$4540.00,$29020.09,$24779.34,$29583.37
10/4/2022,$8621.92,$47274.98,$9545.66,$1250.70,$48916.51,$3490.20,$44314.93
10/15/2022,$17135.47,$31463.63,$35810.20,$30831.52,$20114.03,$22051.51,$39708.94
3/1/2023,$33456.89,$35288.36,$22398.30,$33005.20,$29162.97,$42062.60,$7347.84
4/2/2023,$27209.37,$42921.24,$12400.64,$41285.05,$5590.12,$31444.04,$40584.53
4/1/2023,$45134.90,$39937.95,$43507.31,$26155.99,$3002.73,$26318.29,$26160.45
7/3/2023,$14059.87,$25012.08,$19817.26,$43946.88,$42421.35,$39070.20,$22113.42
9/17/2022,$45008.75,$18988.40,$5549.34,$3411.87,$10678.64,$30199.42,$18336.38
8/8/2023,$9581.20,$26541.49,$29979.95,$25062.56,$27916.14,$15063.24,$45400.09
5/5/2023,$46897.27,$39075.82,$48714.09,$38840.11,$29082.61,$29753.05,$39939.38
9/13/2022,$43125.31,$28159.76,$41271.93,$971.15,$30747.18,$15436.45,$16933.12
11/5/2022,$27061.40,$18714.10,$48443.70,$36691.54,$33721.20,$34940.93,$49629.17
4/25/2023,$19425.72,$1994.98,$21591.14,$46611.07,$6322.88,$43362.14,$14574.66
10/12/2022,$9095.27,$27671.08,$34469.88,$19744.30,$37220.14,$39107.35,$29252.60
11/12/2022,$41718.11,$32271.82,$26064.95,$20.22,$47311.18,$31310.62,$1525.30
9/15/2022,$21246.86,$32312.87,$32109.93,$22723.53,$38583.55,$33328.42,$22079.16
12/4/2022,$5333.81,$38117.27,$23006.57,$41424.72,$44172.04,$37199.41,$28597.00
7/20/2023,$46458.40,$16724.09,$30218.46,$14635.46,$28688.80,$19446.73,$1740.31
8/21/2022,$17876.79,$11732.94,$43433.36,$31682.86,$39827.99,$41776.04,$22003.88
8/25/2022,$18011.00,$21036.22,$11236.12,$38916.78,$47200.64,$25797.29,$8753.04
4/13/2023,$27271.67,$1643.84,$838.83,$46701.50,$16085.75,$30891.66,$6999.05
8/9/2023,$2572.02,$47594.79,$12040.93,$35279.25,$10195.14,$31021.51,$45787.34
5/4/2023,$2855.17,$35494.16,$26404.68,$37750.25,$4118.93,$39286.21,$31871.82
1/2/2023,$33883.42,$38442.00,$22919.73,$38942.76,$44372.27,$24511.05,$41286.17
11/30/2022,$35797.58,$28275.87,$41565.42,$38143.54,$13408.53,$3721.90,$16166.37
5/10/2023,$15258.52,$31238.98,$8588.16,$849.65,$3019.94,$49061.06,$36165.56
8/2/2023,$39610.21,$7807.65,$12653.32,$3125.01,$5361.63,$8011.40,$2104.20
10/30/2022,$47049.56,$18834.99,$26174.61,$40137.22,$40728.24,$43167.10,$30296.20
3/12/2023,$38417.22,$6216.33,$11894.88,$40454.98,$27318.47,$24601.69,$15120.17
2/9/2023,$13341.13,$38347.74,$37717.55,$38527.86,$32803.41,$4955.31,$2636.51
8/18/2022,$24711.28,$17319.57,$18029.64,$24068.81,$38077.75,$5169.21,$5736.29
11/18/2022,$16187.80,$39787.07,$30396.22,$31440.57,$4984.87,$40418.53,$40812.02
5/21/2023,$24765.25,$33854.60,$14978.91,$27890.00,$29106.03,$26056.55,$41136.50
5/5/2023,$354.35,$44018.94,$14659.45,$34073.46,$10456.79,$3149.82,$3673.59
12/26/2022,$6423.42,$36572.77,$16336.02,$20566.17,$48917.98,$16457.78,$15880.09
8/13/2023,$17376.80,$1740.26,$39945.97,$28331.25,$45373.23,$2395.16,$7224.79
7/17/2023,$1414.80,$47851.00,$1672.75,$22107.72,$13214.26,$44830.53,$35503.37
4/3/2023,$206.00,$43341.51,$37268.71,$7537.46,$32509.11,$48470.57,$17758.69
10/20/2022,$25636.11,$41317.15,$11894.98,$31243.63,$41652.73,$2588.75,$8947.86
7/18/2023,$10742.73,$14312.33,$29992.75,$44564.80,$35635.59,$6940.10,$4990.26
12/25/2022,$29364.88,$26047.93,$3825.24,$30349.99,$27498.65,$31954.09,$6306.34
1/28/2023,$43731.38,$32095.15,$18574.15,$7036.00,$897.23,$3562.11,$3081.10
7/22/2023,$33122.98,$31073.53,$40153.90,$46574.79,$655.76,$48139.98,$7907.75
5/3/2023,$6797.49,$619.90,$18699.37,$2278.60,$32523.82,$17224.37,$15610.30
6/18/2023,$13218.73,$14932.21,$17584.86,$21228.50,$41003.38,$13040.07,$19134.89
2/7/2023,$24916.85,$26261.89,$37572.80,$29499.34,$40940.88,$2359.95,$36932.40
7/20/2023,$17416.34,$5421.72,$27888.02,$14807.49,$11103.38,$16658.63,$42115.99
2/7/2023,$40205.65,$16228.33,$8063.66,$2109.02,$1096.81,$827.85,$43691.88
3/8/2023,$4370.38,$15345.00,$15104.39,$44661.27,$27260.17,$12248.69,$46119.06
6/1/2023,$1369.47,$17329.11,$11077.47,$40033.10,$8954.47,$19362.55,$7219.94
1/18/2023,$29965.96,$8150.42,$40051.41,$37827.16,$5707.87,$17818.40,$11451.81
9/20/2022,$21947.39,$37549.30,$1421.74,$17355.37,$26155.60,$7572.49,$31690.87
2/14/2023,$45277.65,$24226.40,$30731.80,$31425.84,$41425.50,$24085.13,$41678.45
12/16/2022,$13735.12,$3392.62,$24434.25,$28514.49,$38320.56,$33463.89,$2631.76
6/6/2023,$30419.31,$41510.19,$4580.35,$9143.41,$7702.48,$1984.15,$18045.18
1/4/2023,$13052.08,$6225.31,$5821.51,$5644.63,$40069.26,$10400.18,$3942.80
1/13/2023,$11513.18,$2357.54,$23240.43,$11176.30,$32837.66,$38135.74,$38687.25
10/18/2022,$16426.74,$2794.70,$29332.89,$5963.62,$9861.52,$9071.72,$40503.39
2/12/2023,$23522.23,$43035.55,$33824.37,$6176.44,$18817.95,$4501.70,$7308.46
3/25/2023,$23056.04,$38208.29,$27068.37,$48061.33,$15191.85,$23867.08,$2700.31
6/15/2023,$30364.12,$34086.52,$45335.63,$9736.34,$13929.21,$1370.34,$19278.10
10/18/2022,$41855.34,$15377.70,$30462.33,$20964.81,$31496.42,$35426.79,$12841.23
6/29/2023,$13351.99,$20885.22,$2668.53,$6824.18,$31615.74,$38963.05,$33240.91
11/19/2022,$3859.28,$9670.26,$19497.31,$25190.69,$17854.31,$17553.00,$30340.20
2/27/2023,$10303.18,$30480.36,$17283.11,$38260.47,$42150.16,$17595.31,$39920.85
12/3/2022,$30387.64,$47566.52,$20040.00,$43986.54,$20007.99,$9091.28,$47859.58
10/12/2022,$11223.18,$36417.96,$39367.07,$11840.69,$29483.60,$23705.92,$43312.04
2/7/2023,$640.41,$13874.27,$8323.98,$44703.67,$25102.70,$40175.48,$11025.36
6/9/2023,$30517.73,$37991.62,$29508.44,$28632.24,$29893.29,$8343.92,$10009.85
10/10/2022,$22780.91,$35728.06,$35093.04,$3526.80,$47266.80,$33294.54,$22585.39
10/7/2022,$23283.77,$36058.00,$44261.75,$17834.04,$15411.99,$35791.48,$8427.11
3/22/2023,$46258.61,$9536.01,$16933.03,$36390.35,$32926.66,$21357.87,$48037.56
8/28/2022,$6641.55,$18719.89,$3284.68,$45447.29,$24148.04,$37086.55,$7492.89
2/14/2023,$8216.50,$48840.08,$839.32,$31924.73,$46574.83,$23869.07,$48819.55
1/5/2023,$29243.88,$1019.91,$25795.60,$37769.98,$44701.15,$179.33,$37056.73
5/8/2023,$30442.78,$16834.84,$18676.07,$35363.81,$29135.12,$17112.15,$38474.58
10/19/2022,$7527.56,$30583.25,$38213.03,$37952.48,$39246.88,$10490.51,$24353.68
1/7/2023,$5443.40,$45674.80,$12883.77,$23414.06,$2403.16,$40887.39,$2347.61
3/13/2023,$30039.02,$23097.11,$48832.41,$6666.33,$21272.90,$41444.02,$25271.52
11/7/2022,$44356.35,$49848.20,$39565.61,$43592.38,$19844.69,$46852.34,$36524.94
2/5/2023,$6043.05,$42420.45,$18716.27,$36490.15,$5088.54,$5563.70,$26650.21
4/11/2023,$25074.26,$13683.84,$37582.89,$34158.48,$18204.38,$28743.55,$10288.71
10/9/2022,$17755.41,$35174.92,$35978.03,$21995.23,$43540.85,$7783.24,$24298.75
7/3/2023,$30984.32,$13378.15,$41941.77,$26154.11,$44523.58,$12271.48,$48663.19
2/22/2023,$44420.99,$44331.24,$17671.12,$18689.10,$9024.35,$21973.25,$6842.73
8/15/2022,$42643.71,$8816.98,$289.24,$30986.05,$28618.49,$39291.43,$46062.04
7/26/2023,$38556.39,$3572.17,$26125.21,$1222.28,$25619.18,$41288.43,$16760.49
8/21/2022,$44641.20,$23862.17,$48834.15,$39028.42,$19916.20,$17904.84,$21743.10
3/26/2023,$30492.19,$39540.84,$22371.75,$43189.98,$32139.79,$8504.69,$26369.43
5/10/2023,$29287.30,$24138.53,$41065.85,$31421.28,$14577.87,$22378.33,$8198.15
11/17/2022,$21599.13,$25141.72,$6587.92,$5257.19,$9727.40,$16583.22,$45660.52
6/8/2023,$17541.59,$17662.54,$8917.93,$40654.47,$30405.92,$21342.14,$1117.92
8/17/2022,$20803.27,$42783.28,$27360.62,$13135.59,$45533.26,$15409.28,$40811.85
6/2/2023,$47348.09,$28307.09,$47692.39,$46070.31,$554.10,$42514.55,$9630.69
6/15/2023,$3680.28,$11888.29,$23643.82,$6406.31,$46651.14,$16526.11,$4138.48
2/9/2023,$1829.16,$19519.18,$42656.75,$48951.60,$2347.59,$15264.45,$20343.44
11/15/2022,$7511.10,$34430.14,$47255.25,$28214.95,$6052.67,$31097.89,$32386.73
12/23/2022,$2871.62,$10047.23,$29708.98,$28469.04,$38722.33,$21799.70,$7226.24
5/15/2023,$16053.67,$49082.41,$42236.19,$20666.03,$41952.61,$16136.77,$1576.90
12/9/2022,$4971.81,$44474.76,$11777.76,$25024.56,$32239.22,$2911.74,$22902.69
3/28/2023,$28883.22,$5986.18,$18627.41,$20302.22,$23801.84,$10267.60,$47672.47
7/19/2023,$22061.64,$44060.89,$6671.47,$36074.42,$21945.61,$24554.89,$45852.99
2/25/2023,$42014.64,$41037.56,$12841.80,$38766.34,$13687.41,$40669.77,$7771.07
12/14/2022,$23838.51,$47697.16,$43760.32,$4031.75,$44209.58,$25191.69,$261.34
12/10/2022,$26989.50,$27282.51,$9635.05,$21365.70,$22659.60,$28752.30,$6718.36
12/11/2022,$798.75,$31098.66,$17120.27,$29120.60,$9304.53,$6459.10,$18973.22
10/8/2022,$23755.15,$6830.22,$42800.45,$419.00,$6492.47,$47595.74,$23942.56
7/1/2023,$20085.00,$47259.49,$43016.97,$3065.20,$8445.38,$34845.19,$43832.81
3/16/2023,$35935.98,$35026.27,$16149.48,$49415.18,$10576.44,$17909.42,$29462.12
10/24/2022,$26417.04,$17880.20,$48055.13,$3386.54,$46140.14,$91.31,$21345.07
5/3/2023,$3554.98,$24694.06,$42268.22,$29526.97,$2637.77,$38995.93,$1930.54
