Date,income,savings,rent,transportation,entertainment,debt_payments,insurance
9/25/2022,$35560.61,$3316.47,$43907.86,$7238.54,$6734.60,$9434.81,$19343.52
10/20/2022,$2657.09,$33792.47,$42427.65,$9589.07,$47660.86,$38835.40,$18193.59
12/5/2022,$36815.85,$23501.28,$14663.40,$17597.92,$6811.02,$40454.83,$8077.65
3/26/2023,$40775.68,$24183.13,$29463.68,$40419.93,$34030.41,$22533.62,$28776.54
3/8/2023,$16104.58,$26074.44,$8854.10,$21276.90,$7929.36,$47634.45,$24998.63
9/5/2022,$3225.82,$44606.33,$4823.21,$11301.31,$18516.67,$22475.93,$48568.43
9/1/2022,$21725.57,$6280.81,$32538.73,$40408.59,$30354.85,$36995.67,$42857.59
12/3/2022,$11414.83,$47297.85,$40344.50,$175.43,$38546.61,$49828.86,$35992.75
7/8/2023,$42263.67,$32206.52,$43772.92,$35420.91,$5705.90,$29841.77,$5002.00
4/3/2023,$29718.40,$9715.60,$7333.12,$5602.23,$46227.14,$38661.07,$5345.04
4/26/2023,$43786.05,$8640.58,$27601.74,$41856.65,$41924.69,$45872.63,$24640.35
3/9/2023,$8440.02,$26999.11,$1464.06,$32909.28,$28263.84,$20475.02,$47899.10
11/3/2022,$24793.70,$19728.92,$5262.20,$315.29,$34892.97,$30846.94,$18605.73
4/21/2023,$40634.83,$35247.59,$13187.55,$34937.90,$7898.67,$12034.35,$26673.78
4/4/2023,$34901.30,$5808.48,$49973.12,$10639.96,$38965.04,$45841.64,$7720.89
1/29/2023,$36802.69,$24307.72,$1172.12,$34298.78,$4381.21,$13988.51,$22170.59
11/15/2022,$36295.70,$4480.53,$20242.34,$42461.69,$21913.79,$17582.17,$7999.82
12/7/2022,$6823.27,$755.75,$28046.57,$36910.42,$47818.21,$18463.51,$8869.51
11/2/2022,$44049.12,$48679.39,$33798.43,$14474.72,$5832.71,$9687.33,$33380.50
4/2/2023,$10591.56,$35847.47,$478.33,$11050.63,$1310.57,$41880.63,$2685.03
6/20/2023,$19556.91,$40549.75,$6200.60,$242.42,$34485.83,$11084.93,$19338.42
5/4/2023,$32050.62,$5056.13,$4078.39,$11513.60,$12764.19,$42517.52,$49988.37
4/30/2023,$35530.18,$15641.14,$49088.23,$42719.39,$47317.36,$1397.46,$37888.05
2/2/2023,$32435.45,$46972.82,$8005.54,$44461.56,$21449.35,$12451.03,$7595.27
10/13/2022,$19124.54,$34454.96,$40919.53,$15515.52,$13900.35,$23535.36,$23704.49
3/9/2023,$3840.84,$31140.75,$41853.68,$18118.76,$11778.40,$40383.80,$19127.76
9/15/2022,$41935.47,$42411.38,$30453.35,$11429.19,$42316.93,$44846.85,$24862.85
8/12/2023,$5226.66,$16557.49,$14792.38,$21776.35,$27263.46,$42494.61,$15811.58
6/16/2023,$14801.66,$21349.00,$2240.93,$39364.63,$18160.92,$32093.45,$26739.24
3/16/2023,$33243.92,$7843.91,$39006.23,$48635.15,$6309.69,$48527.53,$8739.06
4/14/2023,$11378.42,$15480.72,$22479.61,$31511.31,$12656.58,$45216.69,$34729.88
10/30/2022,$35038.10,$22775.53,$47122.72,$23723.10,$18969.77,$31841.47,$44269.56
7/10/2023,$42863.81,$20781.26,$24105.00,$16279.79,$1433.64,$30633.42,$49477.23
5/15/2023,$40493.96,$33556.84,$39720.05,$24183.73,$18082.66,$27452.61,$36184.26
3/27/2023,$7210.71,$43196.20,$45385.79,$38016.09,$2037.12,$31291.04,$27863.19
9/28/2022,$16238.46,$18106.83,$33642.33,$176.22,$26096.67,$18055.54,$15351.25
8/15/2022,$45464.74,$22986.98,$27072.22,$44928.82,$37477.55,$41905.52,$5109.60
3/31/2023,$41302.34,$33063.43,$5826.03,$28219.43,$49030.58,$33158.27,$20472.97
12/28/2022,$29380.53,$34486.02,$20422.09,$22229.53,$21163.04,$5863.19,$42022.90
11/11/2022,$40536.47,$15016.58,$4260.47,$32990.19,$43631.25,$7960.92,$18980.61
6/28/2023,$49780.57,$8857.70,$47437.57,$28484.08,$42418.29,$14466.03,$34729.15
3/3/2023,$422.18,$42317.35,$23388.50,$42313.12,$295.56,$47294.58,$19182.25
8/12/2023,$36792.37,$16851.75,$12651.36,$24802.50,$27414.14,$24793.80,$21592.99
12/10/2022,$38716.00,$13454.57,$47962.11,$6857.50,$20601.83,$49715.41,$32733.25
8/2/2023,$42641.32,$43588.69,$33807.95,$40927.12,$42726.51,$33106.12,$6165.71
9/2/2022,$10112.90,$35772.49,$32259.57,$45975.58,$40182.09,$12492.84,$16346.83
3/1/2023,$40849.17,$48718.08,$38843.67,$10547.67,$5684.72,$17257.63,$37535.29
10/28/2022,$15552.52,$38145.23,$37610.63,$3816.98,$35045.44,$4054.30,$5318.50
3/21/2023,$4474.46,$39891.10,$172.38,$15604.39,$17407.98,$9137.57,$14246.45
11/11/2022,$47844.92,$2621.67,$30049.11,$27629.07,$20564.41,$41577.90,$17856.00
2/18/2023,$2953.55,$29559.46,$20162.15,$31545.32,$17672.49,$36611.68,$26445.86
8/9/2023,$39358.08,$44690.36,$36901.81,$17664.46,$34163.13,$30659.48,$35252.46
9/29/2022,$15443.12,$15314.87,$3851.73,$9652.17,$45324.05,$10793.69,$8337.40
2/4/2023,$49844.06,$16918.02,$10942.92,$11213.00,$27374.36,$38911.32,$35325.06
3/19/2023,$27588.06,$33231.61,$39634.20,$44066.99,$19535.96,$26227.86,$24490.16
3/31/2023,$2022.44,$41004.74,$14426.91,$36913.07,$5792.61,$10054.33,$33157.70
6/15/2023,$12357.58,$4099.62,$21484.05,$6248.02,$26411.25,$8534.74,$25968.52
6/1/2023,$6705.09,$11594.73,$28083.43,$31080.52,$10736.92,$40573.53,$14326.28
12/26/2022,$11300.60,$3418.27,$17366.23,$632.13,$30603.49,$27616.77,$44614.49
3/9/2023,$6410.31,$10309.67,$30215.71,$34919.20,$20480.42,$31507.43,$22459.07
3/19/2023,$33540.37,$25390.03,$27010.36,$13807.19,$28019.60,$40931.12,$45008.15
12/29/2022,$43960.58,$29431.79,$35014.54,$41001.68,$48411.70,$4474.61,$13039.98
9/18/2022,$49188.04,$7713.05,$47736.04,$24333.17,$9901.05,$16367.58,$38652.42
8/26/2022,$34572.36,$49076.76,$18163.06,$28179.20,$42438.30,$2694.56,$48182.99
8/31/2022,$18333.80,$32247.52,$41262.61,$41669.93,$35651.20,$44982.17,$44274.25
12/10/2022,$45134.33,$12025.87,$2998.47,$43027.77,$7712.34,$35726.82,$13706.15
1/9/2023,$29239.24,$43048.19,$25919.72,$2329.83,$49985.94,$33141.94,$26911.40
1/25/2023,$44841.63,$14776.47,$27482.85,$44553.52,$28957.08,$814.57,$29069.23
7/18/2023,$37810.40,$39906.83,$28648.62,$48434.69,$5153.63,$888.28,$45796.24
9/10/2022,$48942.26,$42324.50,$14003.89,$7405.60,$37827.85,$19420.79,$25261.70
7/3/2023,$32452.24,$49858.48,$35173.37,$37977.22,$12707.92,$37427.45,$36437.04
4/9/2023,$22964.12,$48823.80,$19446.27,$43622.00,$47863.41,$36570.21,$2691.49
4/4/2023,$31955.42,$7926.46,$7951.84,$33208.96,$48985.52,$45818.54,$17560.85
12/14/2022,$47982.44,$15624.23,$27223.67,$21727.49,$2471.00,$29422.99,$28464.21
8/19/2022,$12940.27,$35624.90,$46704.64,$3506.49,$34754.26,$49810.49,$2676.72
2/22/2023,$27022.40,$17286.74,$35192.60,$13367.66,$44292.54,$6682.95,$47594.39
3/4/2023,$28124.18,$2078.86,$2349.95,$41389.76,$39570.10,$19631.22,$48911.80
8/26/2022,$40115.11,$4721.59,$44368.86,$43135.03,$19262.55,$13737.89,$29478.46
4/25/2023,$14075.77,$40302.32,$16348.44,$49036.74,$10895.18,$42911.10,$24448.26
4/14/2023,$1267.54,$18039.25,$46584.27,$14754.04,$763.46,$16537.97,$6449.79
7/29/2023,$36910.88,$41414.29,$16948.20,$21854.52,$44389.47,$41377.59,$28110.03
2/5/2023,$989.80,$49845.14,$38542.18,$5695.69,$18570.14,$44356.81,$21315.39
3/17/2023,$34049.27,$7707.44,$27391.01,$31358.05,$5313.28,$244.87,$17009.52
5/3/2023,$20270.75,$3974.16,$20038.63,$13224.52,$41009.21,$45524.63,$7821.28
9/21/2022,$27853.84,$21251.03,$42745.89,$18710.92,$20813.88,$29497.49,$34563.12
9/27/2022,$16447.61,$25197.23,$32760.17,$4213.11,$34354.02,$23358.46,$45928.84
8/4/2023,$45195.07,$12813.46,$4348.39,$49866.16,$49751.54,$45792.08,$17659.87
10/12/2022,$18614.70,$17590.70,$45753.91,$40826.42,$7811.01,$17602.30,$41721.33
7/10/2023,$10473.10,$26024.43,$36834.44,$10349.90,$17001.52,$34813.08,$12988.01
7/21/2023,$44247.82,$24103.34,$252.95,$21529.92,$47520.98,$13993.14,$49497.24
3/24/2023,$44560.89,$47104.83,$28603.22,$16105.07,$3184.13,$46404.09,$30863.93
3/24/2023,$16548.86,$34531.79,$14306.96,$26794.29,$8673.42,$8216.63,$13444.77
4/21/2023,$3467.55,$7431.06,$1502.59,$13489.68,$24073.69,$25209.21,$1146.90
9/3/2022,$33706.84,$41579.04,$30369.61,$19154.66,$45048.56,$25649.04,$17629.16
9/29/2022,$34033.46,$41450.78,$390.23,$31564.52,$25084.28,$8505.34,$38438.45
8/19/2022,$42467.87,$3922.75,$23153.64,$5848.66,$43791.93,$3016.00,$1102.40
11/29/2022,$39685.91,$24588.65,$35227.37,$39933.28,$34257.11,$3236.02,$9003.87
11/8/2022,$45402.28,$30851.39,$7950.26,$48672.51,$33529.86,$26463.26,$20905.35
2/8/2023,$11770.52,$884.25,$10150.81,$30879.89,$21371.66,$17499.49,$42042.40
11/22/2022,$24019.12,$21291.18,$39141.79,$9263.19,$5189.05,$31119.49,$29956.06
9/13/2022,$18226.40,$15948.44,$41074.62,$18269.42,$10106.78,$12665.34,$28816.20
7/22/2023,$33669.37,$16252.22,$5523.77,$14882.89,$8615.38,$8431.86,$40802.16
4/20/2023,$2479.46,$31033.62,$33538.78,$29165.96,$19319.42,$21330.94,$20257.76
10/10/2022,$45356.91,$36019.06,$41604.83,$24392.04,$24273.41,$29016.05,$49916.96
7/8/2023,$46525.48,$37407.41,$17747.05,$12504.57,$41219.13,$23649.01,$34038.78
9/6/2022,$10467.73,$6377.96,$14278.21,$44856.45,$22691.47,$39876.92,$23544.08
1/9/2023,$41913.91,$48379.14,$8783.85,$39356.31,$36682.57,$48494.62,$31840.33
6/20/2023,$24646.42,$4712.54,$14210.12,$15580.77,$1976.75,$38315.88,$697.24
6/10/2023,$10885.61,$33956.94,$47663.95,$22340.87,$1290.55,$1259.18,$27698.30
3/17/2023,$9984.47,$41463.53,$7602.79,$20723.70,$27354.15,$25215.51,$5124.07
1/13/2023,$13779.34,$15084.89,$3287.77,$21988.33,$13050.04,$6798.78,$21472.10
7/6/2023,$114.26,$20646.04,$26893.37,$11876.88,$8623.31,$21221.35,$30170.86
11/11/2022,$31593.94,$9297.20,$25431.65,$24572.87,$28738.56,$22367.43,$28021.26
2/21/2023,$29816.13,$12708.38,$47435.80,$35500.81,$28628.47,$41612.38,$21732.72
12/28/2022,$44324.81,$43193.72,$8632.62,$21615.00,$34746.45,$44438.66,$6080.65
11/12/2022,$48836.66,$38228.98,$31865.27,$9155.08,$28397.44,$14491.47,$6277.47
9/28/2022,$49718.38,$35313.71,$42169.54,$40015.45,$17796.68,$12478.56,$23466.06
3/9/2023,$29558.03,$12990.75,$33850.90,$44301.10,$33369.02,$12280.73,$167.10
6/20/2023,$31215.80,$7788.14,$9731.05,$4813.22,$48348.31,$6485.41,$41909.84
6/1/2023,$38474.00,$33320.63,$30502.67,$42929.39,$34970.87,$3833.08,$21884.59
1/17/2023,$14336.47,$21477.22,$782.88,$2340.27,$5062.63,$35959.24,$26285.77
1/4/2023,$14877.54,$49790.22,$46098.79,$5277.28,$42237.10,$13514.00,$2184.22
4/30/2023,$19060.11,$3048.72,$12683.88,$14082.96,$16869.49,$17924.64,$16276.02
4/24/2023,$19708.85,$20855.91,$22850.16,$19817.54,$29542.30,$42831.87,$48807.98
11/25/2022,$44759.22,$26479.73,$15619.02,$27816.59,$5075.66,$22977.18,$38537.63
3/15/2023,$13419.45,$5012.25,$19945.38,$29627.89,$37517.43,$48599.24,$7528.80
1/14/2023,$19571.76,$49469.18,$8451.48,$10511.46,$30030.88,$14018.24,$40828.06
9/3/2022,$19850.53,$23244.65,$36032.01,$3097.39,$46933.23,$42814.67,$46296.73
10/13/2022,$26871.07,$5198.43,$34239.17,$36748.51,$19820.86,$30724.10,$35345.16
8/6/2023,$36826.41,$48882.48,$32892.66,$20830.83,$25429.89,$48488.49,$31017.54
12/26/2022,$49168.82,$19768.67,$26079.23,$44016.03,$14637.03,$44071.23,$13784.12
6/16/2023,$3827.37,$46554.11,$35572.66,$34516.06,$5955.81,$49829.60,$6075.20
5/5/2023,$39594.49,$21531.69,$18361.51,$41712.26,$48878.94,$20789.61,$14297.25
2/4/2023,$37957.66,$14313.08,$24420.67,$14459.15,$21404.40,$18756.56,$34238.82
6/8/2023,$533.54,$46168.08,$11495.14,$10280.14,$3377.05,$48826.84,$6534.15
10/1/2022,$10670.29,$21276.82,$5147.00,$8009.63,$47372.90,$18862.46,$3466.16
4/2/2023,$2644.16,$9170.14,$21267.97,$10476.81,$43578.85,$14895.14,$6625.05
6/14/2023,$45049.87,$7353.11,$5109.42,$31453.80,$22916.95,$36180.81,$5143.54
12/27/2022,$3923.45,$7834.01,$14301.98,$34905.22,$40142.24,$30032.95,$13191.68
6/11/2023,$23012.01,$19704.84,$47307.81,$7694.16,$2132.93,$16313.18,$25697.94
5/31/2023,$2886.41,$36144.11,$28992.86,$31453.23,$15195.95,$38727.20,$23173.82
9/6/2022,$16313.85,$37834.86,$30809.94,$44695.55,$7910.34,$13443.67,$43503.39
5/26/2023,$44693.25,$2154.71,$23125.79,$39642.32,$31124.91,$17106.46,$34395.92
7/14/2023,$35075.71,$44205.64,$40758.21,$26139.23,$48426.11,$48128.61,$1001.53
10/2/2022,$11238.18,$42704.56,$45612.14,$27429.30,$30186.73,$49430.24,$34450.61
1/12/2023,$19709.19,$5527.04,$17265.58,$30491.27,$15474.30,$43801.02,$19642.47
3/4/2023,$7883.08,$47829.77,$11657.24,$28175.39,$41177.91,$38266.04,$6631.93
10/24/2022,$48023.16,$37020.43,$31119.31,$23105.63,$14062.08,$12223.55,$44860.29
12/16/2022,$4436.85,$30832.96,$22081.46,$35590.83,$35174.88,$2714.78,$36980.18
8/25/2022,$46641.33,$1317.26,$16748.15,$17129.50,$7311.00,$35266.68,$15503.27
7/6/2023,$13986.36,$42668.25,$7121.48,$9041.37,$17272.55,$20921.78,$17520.63
7/5/2023,$13519.81,$17382.55,$31507.23,$3189.98,$675.53,$25786.26,$12119.70
3/3/2023,$29650.51,$3257.62,$13206.09,$7419.69,$25944.50,$11914.02,$10936.49
2/25/2023,$36273.63,$36208.67,$37065.15,$20540.55,$45103.98,$15948.04,$37991.82
9/22/2022,$1333.51,$27942.30,$38493.36,$43734.65,$49621.44,$34320.03,$44799.44
3/5/2023,$7924.33,$25415.89,$20211.75,$15892.82,$30062.01,$12583.72,$20402.16
11/26/2022,$11881.27,$16987.71,$33547.91,$34393.71,$42704.99,$14765.29,$27593.72
7/6/2023,$35355.92,$39559.97,$49783.83,$38886.76,$4423.30,$27337.87,$25303.11
5/17/2023,$23388.42,$47272.59,$34212.13,$8867.76,$14542.40,$4023.58,$28805.28
1/19/2023,$9556.15,$3722.66,$39710.83,$36952.29,$7780.65,$37543.98,$2620.75
5/7/2023,$36276.45,$15640.68,$18306.14,$43092.65,$28310.86,$15624.42,$956.54
1/7/2023,$27164.62,$6199.05,$20720.35,$36228.26,$29854.52,$27549.27,$43224.70
11/6/2022,$45835.16,$30769.19,$18663.17,$26691.99,$41528.40,$9947.66,$31912.77
10/16/2022,$42713.17,$26644.59,$9469.42,$5274.84,$11083.16,$40137.63,$17040.71
10/20/2022,$40337.82,$31355.79,$32104.11,$1568.87,$4632.25,$33797.86,$36909.60
4/4/2023,$36280.31,$16069.20,$5883.46,$38792.08,$43484.55,$27803.73,$26606.68
6/11/2023,$24451.20,$45016.39,$16420.03,$11622.62,$22534.69,$1100.97,$11206.54
9/18/2022,$14957.56,$41676.29,$9776.35,$719.30,$41223.02,$46894.17,$12313.20
7/29/2023,$49684.19,$14523.80,$13817.07,$19002.80,$19421.87,$24970.32,$40972.10
1/11/2023,$47257.29,$2760.33,$6235.24,$40208.18,$27733.99,$16450.71,$14452.44
1/24/2023,$33237.83,$44526.10,$28717.93,$48886.91,$19332.01,$1374.34,$31800.58
11/22/2022,$13065.42,$40801.82,$19319.88,$254.64,$19617.19,$43531.28,$33520.60
11/5/2022,$39649.17,$21908.66,$20474.50,$16283.23,$21146.88,$41727.24,$2460.83
1/2/2023,$8073.07,$23342.26,$9612.31,$1917.84,$25733.70,$42631.37,$27271.67
9/12/2022,$24017.70,$12607.18,$23667.03,$18415.56,$27353.07,$47559.69,$44823.50
6/13/2023,$31997.28,$22373.10,$3760.13,$30061.71,$13229.68,$34004.38,$37127.40
12/7/2022,$32545.78,$39981.83,$18732.68,$9688.77,$45439.50,$18899.39,$36948.36
5/10/2023,$47164.22,$29260.63,$40508.51,$33359.45,$25216.40,$20550.52,$7903.97
6/15/2023,$13258.04,$19727.74,$47485.54,$42773.38,$22464.24,$39538.87,$36181.61
12/4/2022,$35571.38,$43731.07,$1163.93,$38311.04,$29618.58,$40884.36,$43517.01
9/4/2022,$7900.16,$12960.89,$40341.24,$20536.24,$45434.53,$24181.80,$34977.54
9/18/2022,$43306.87,$26604.53,$27402.36,$35465.81,$33361.94,$42967.13,$38665.09
9/27/2022,$46890.98,$14159.17,$7803.95,$32424.38,$23287.71,$21304.51,$44134.80
6/19/2023,$30187.62,$40601.00,$19454.47,$35001.33,$17146.79,$39471.19,$22594.31
1/5/2023,$18559.70,$10824.18,$42585.75,$23886.47,$4500.02,$41981.30,$39381.84
8/2/2023,$49078.79,$5533.85,$5731.81,$29422.71,$33362.28,$5510.34,$40099.93
7/12/2023,$16666.82,$2526.31,$7180.74,$23924.11,$16847.81,$11169.18,$12217.20
3/4/2023,$26172.75,$39240.89,$14608.24,$23156.79,$7012.31,$22881.60,$16326.40
9/7/2022,$19569.53,$30323.54,$15345.32,$19598.52,$21902.91,$4922.39,$43358.61
9/30/2022,$26820.44,$20379.83,$19552.55,$16829.09,$40667.75,$31496.93,$31457.04
1/28/2023,$11127.86,$46239.50,$21657.54,$14602.86,$36557.69,$31110.02,$42411.01
9/25/2022,$14600.23,$29276.48,$18601.66,$16043.08,$1236.89,$10382.64,$37237.30
12/13/2022,$36614.42,$7875.64,$19891.98,$41531.80,$6854.58,$23160.64,$23780.16
3/25/2023,$16245.59,$7869.89,$44195.93,$37215.93,$30879.20,$7202.01,$21188.22
3/15/2023,$9262.89,$7195.50,$19574.00,$19318.48,$10457.77,$15474.12,$42333.43
1/10/2023,$27563.98,$45348.77,$38407.24,$11121.79,$45758.44,$40757.56,$49059.54
4/2/2023,$39566.20,$19281.46,$12484.84,$9988.08,$14869.81,$46973.94,$22900.23
7/2/2023,$21554.77,$6516.41,$36197.52,$37235.53,$31320.96,$39011.87,$12769.87
5/30/2023,$13171.08,$27922.04,$14709.92,$1775.03,$21301.80,$47760.53,$3874.88
4/23/2023,$5599.03,$38473.21,$17355.96,$46644.33,$541.85,$3042.25,$14744.96
2/28/2023,$17534.90,$36334.04,$24497.32,$36658.47,$49141.10,$41140.40,$38235.25
9/17/2022,$7683.35,$47905.21,$48426.15,$27711.41,$29420.07,$14191.51,$8551.67
11/20/2022,$15928.30,$343.29,$19660.76,$9674.60,$30506.74,$7399.95,$937.46
5/21/2023,$8017.14,$49567.48,$26804.70,$18242.83,$23200.24,$980.07,$49677.32
10/29/2022,$180.55,$24190.00,$18515.11,$16762.90,$2764.87,$2458.99,$14508.34
4/24/2023,$39744.14,$3855.56,$12755.61,$26935.45,$47186.64,$20908.08,$35087.50
3/14/2023,$36664.54,$49772.13,$20299.48,$42296.02,$44941.79,$30008.69,$33255.04
5/22/2023,$34763.06,$14406.78,$38834.82,$7068.85,$4819.24,$35926.80,$49599.00
5/14/2023,$47807.54,$22647.65,$8821.28,$48545.41,$3962.46,$29452.81,$23873.46
12/10/2022,$37075.40,$47636.45,$29809.05,$2793.85,$9847.83,$36557.57,$20008.85
12/5/2022,$16004.72,$32816.20,$23012.57,$38207.42,$12642.93,$23324.63,$25755.36
1/11/2023,$7235.73,$18163.03,$21207.53,$15093.89,$33822.63,$14252.04,$26205.29
10/15/2022,$9225.57,$3336.29,$8020.77,$3218.59,$2776.10,$48971.40,$31706.51
8/9/2023,$21881.81,$38194.71,$31993.00,$39336.74,$16396.08,$11426.25,$24376.01
1/29/2023,$8054.01,$47678.54,$13408.78,$15109.27,$37193.02,$25766.17,$3930.26
2/27/2023,$6149.55,$30919.90,$24831.16,$34281.72,$49530.41,$24100.60,$15256.78
5/26/2023,$12467.82,$6197.86,$44384.61,$1773.63,$14671.41,$30942.12,$22758.16
5/27/2023,$28439.09,$28454.24,$6188.74,$37122.33,$23930.31,$39687.40,$29396.54
7/2/2023,$9817.61,$36519.64,$842.15,$21277.27,$14522.29,$5730.28,$43544.58
11/7/2022,$11304.23,$10824.45,$26583.71,$5181.22,$26548.15,$18496.20,$27209.05
12/4/2022,$38846.66,$13604.84,$1030.22,$37679.86,$15117.36,$30748.07,$12064.91
6/26/2023,$25154.75,$46802.83,$5833.32,$14827.75,$35715.01,$12942.32,$18639.32
7/29/2023,$33099.87,$5742.19,$29332.54,$29511.47,$21817.20,$35424.79,$6441.96
